query	subject
KH.S1835.1	KY21.Chr3.824
KH.C3.65	KY21.Chr3.825
KH.C3.522	KY21.Chr3.826
KH.C3.246	KY21.Chr3.827
KH.C3.197	KY21.Chr3.828
KH.C3.269	KY21.Chr3.829
KH.C3.497	KY21.Chr3.830
KH.S930.1	KY21.Chr3.830
KH.C3.231	KY21.Chr3.832
KH.C3.537	KY21.Chr3.833
KH.C3.572	KY21.Chr3.833
KH.C3.84	KY21.Chr3.834
KH.C3.63	KY21.Chr3.836
KH.C3.404	KY21.Chr3.837
KH.C3.711	KY21.Chr3.838
KH.C3.611	KY21.Chr3.839
KH.C3.449	KY21.Chr3.841
KH.C3.490	KY21.Chr3.842
KH.C3.468	KY21.Chr3.843
KH.C3.150	KY21.Chr3.844
KH.C3.784	KY21.Chr3.845
KH.C3.645	KY21.Chr3.846
KH.S1218.3	KY21.Chr3.848
KH.S2084.1	KY21.Chr3.856
KH.C3.416	KY21.Chr3.859
KH.C3.393	KY21.Chr3.860
KH.C3.334	KY21.Chr3.861
KH.C3.229	KY21.Chr3.862
KH.C3.332	KY21.Chr3.863
KH.C3.391	KY21.Chr3.864
KH.C3.425	KY21.Chr3.866
KH.C3.211	KY21.Chr3.867
KH.C3.384	KY21.Chr3.868
KH.C3.536	KY21.Chr3.869
KH.C3.201	KY21.Chr3.870
KH.C3.481	KY21.Chr3.871
KH.C3.762	KY21.Chr3.874
KH.C3.202	KY21.Chr3.875
KH.C3.52	KY21.Chr3.879
KH.C3.529	KY21.Chr3.880
KH.C3.716	KY21.Chr3.881
KH.C3.187	KY21.Chr3.882
KH.C3.123	KY21.Chr3.883
KH.C3.639	KY21.Chr3.884
KH.C3.862	KY21.Chr3.884
KH.C3.361	KY21.Chr3.885
KH.C3.178	KY21.Chr3.886
KH.C3.121	KY21.Chr3.887
KH.C3.597	KY21.Chr3.888
KH.C3.707	KY21.Chr3.889
KH.C3.388	KY21.Chr3.890
KH.C3.541	KY21.Chr3.891
KH.C3.329	KY21.Chr3.894
KH.C3.664	KY21.Chr3.895
KH.C3.622	KY21.Chr3.896
KH.C3.122	KY21.Chr3.897
KH.C3.657	KY21.Chr3.898
KH.C3.133	KY21.Chr3.904
KH.C3.525	KY21.Chr3.905
KH.C3.819	KY21.Chr3.906
KH.C3.297	KY21.Chr3.907
KH.C3.659	KY21.Chr3.909
KH.C3.285	KY21.Chr3.910
KH.C3.842	KY21.Chr3.911
KH.C3.256	KY21.Chr3.912
KH.C3.775	KY21.Chr3.913
KH.C3.465	KY21.Chr3.914
KH.C3.582	KY21.Chr3.916
KH.C3.692	KY21.Chr3.917
KH.C3.164	KY21.Chr3.918
KH.C3.44	KY21.Chr3.919
KH.C3.209	KY21.Chr3.920
KH.C3.34	KY21.Chr3.921
KH.C3.447	KY21.Chr3.922
KH.C3.110	KY21.Chr3.924
KH.S1600.2	KY21.Chr3.924
KH.C3.581	KY21.Chr3.925
KH.C3.634	KY21.Chr3.925
KH.S1600.1	KY21.Chr3.925
KH.C3.172	KY21.Chr3.926
KH.C3.383	KY21.Chr3.930
KH.C3.60	KY21.Chr3.931
KH.C3.647	KY21.Chr3.931
KH.C3.602	KY21.Chr3.932
KH.C3.101	KY21.Chr3.933
KH.C3.903	KY21.Chr3.934
KH.C3.565	KY21.Chr3.935
KH.C3.160	KY21.Chr3.936
KH.C3.919	KY21.Chr3.937
KH.C3.365	KY21.Chr3.939
KH.C3.59	KY21.Chr3.940
KH.C3.175	KY21.Chr3.941
KH.C3.304	KY21.Chr3.942
KH.C3.866	KY21.Chr3.943
KH.C3.89	KY21.Chr3.947
KH.C3.274	KY21.Chr3.948
KH.C3.910	KY21.Chr3.949
KH.C3.145	KY21.Chr3.950
KH.C3.227	KY21.Chr3.951
KH.C3.475	KY21.Chr3.952
KH.C3.115	KY21.Chr3.953
KH.C3.401	KY21.Chr3.954
KH.C3.817	KY21.Chr3.955
KH.C3.5	KY21.Chr3.956
KH.C3.226	KY21.Chr3.958
KH.C3.863	KY21.Chr3.959
KH.C3.213	KY21.Chr3.960
KH.C3.791	KY21.Chr3.961
KH.C3.291	KY21.Chr3.962
KH.C3.669	KY21.Chr3.963
KH.S1011.2	KY21.Chr3.968
KH.S1011.3	KY21.Chr3.969
KH.C3.43	KY21.Chr3.970
KH.C3.355	KY21.Chr3.970
KH.C3.599	KY21.Chr3.971
KH.C3.633	KY21.Chr3.972
KH.C3.207	KY21.Chr3.973
KH.C3.275	KY21.Chr3.974
KH.C3.623	KY21.Chr3.975
KH.C3.708	KY21.Chr3.976
KH.C3.876	KY21.Chr3.977
KH.C3.100	KY21.Chr3.978
KH.C3.627	KY21.Chr3.979
KH.C3.28	KY21.Chr3.981
KH.C3.53	KY21.Chr3.982
KH.C3.47	KY21.Chr3.983
KH.C3.837	KY21.Chr3.987
KH.C3.170	KY21.Chr3.989
KH.C3.75	KY21.Chr3.990
KH.C3.233	KY21.Chr3.991
KH.C3.495	KY21.Chr3.992
KH.C3.683	KY21.Chr3.993
KH.C3.538	KY21.Chr3.994
KH.C3.651	KY21.Chr3.995
KH.C3.569	KY21.Chr3.996
KH.C3.374	KY21.Chr3.997
KH.C3.677	KY21.Chr3.998
KH.C3.351	KY21.Chr3.999
KH.C3.787	KY21.Chr3.1002
KH.C3.381	KY21.Chr3.1006
KH.C3.335	KY21.Chr3.1007
KH.C3.629	KY21.Chr3.1008
KH.C3.557	KY21.Chr3.1009
KH.C3.893	KY21.Chr3.1009
KH.C3.654	KY21.Chr3.1010
KH.C3.292	KY21.Chr3.1011
KH.C3.350	KY21.Chr3.1012
KH.C3.48	KY21.Chr3.1017
KH.C3.689	KY21.Chr3.1018
KH.C3.831	KY21.Chr3.1019
KH.C3.136	KY21.Chr3.1020
KH.C3.504	KY21.Chr3.1022
KH.C3.380	KY21.Chr3.1023
KH.C3.600	KY21.Chr3.1023
KH.S800.3	KY21.Chr3.1023
KH.S800.1	KY21.Chr3.1024
KH.C3.264	KY21.Chr3.1025
KH.C3.424	KY21.Chr3.1026
KH.C3.130	KY21.Chr3.1027
KH.C3.270	KY21.Chr3.1028
KH.C3.491	KY21.Chr3.1031
KH.C3.277	KY21.Chr3.1032
KH.C3.166	KY21.Chr3.1033
KH.C3.621	KY21.Chr3.1034
KH.C3.560	KY21.Chr3.1035
KH.C3.109	KY21.Chr3.1036
KH.C3.375	KY21.Chr3.1037
KH.C3.816	KY21.Chr3.1038
KH.C3.337	KY21.Chr3.1039
KH.C3.539	KY21.Chr3.1042
KH.C3.42	KY21.Chr3.1043
KH.C3.860	KY21.Chr3.1044
KH.C3.965	KY21.Chr3.1045
KH.C3.719	KY21.Chr3.1046
KH.C3.635	KY21.Chr3.1047
KH.C3.369	KY21.Chr3.1048
KH.C3.744	KY21.Chr3.1049
KH.C3.705	KY21.Chr3.1050
KH.C3.281	KY21.Chr3.1054
KH.C3.616	KY21.Chr3.1057
KH.C3.371	KY21.Chr3.1058
KH.C3.289	KY21.Chr3.1059
KH.C3.477	KY21.Chr3.1060
KH.C3.594	KY21.Chr3.1061
KH.C3.520	KY21.Chr3.1062
KH.C3.671	KY21.Chr3.1063
KH.C3.492	KY21.Chr3.1064
KH.C3.593	KY21.Chr3.1065
KH.C3.152	KY21.Chr3.1066
KH.C3.952	KY21.Chr3.1068
KH.C3.37	KY21.Chr3.1069
KH.C3.545	KY21.Chr3.1070
KH.C3.40	KY21.Chr3.1071
KH.C3.173	KY21.Chr3.1071
KH.C3.309	KY21.Chr3.1073
KH.C3.867	KY21.Chr3.1074
KH.C3.38	KY21.Chr3.1076
KH.C3.682	KY21.Chr3.1077
KH.C3.877	KY21.Chr3.1078
KH.C3.241	KY21.Chr3.1079
KH.C3.889	KY21.Chr3.1080
KH.C3.86	KY21.Chr3.1081
KH.C3.814	KY21.Chr3.1082
KH.C3.767	KY21.Chr3.1083
KH.C3.370	KY21.Chr3.1084
KH.C3.885	KY21.Chr3.1084
KH.C3.453	KY21.Chr3.1086
KH.C3.155	KY21.Chr3.1088
KH.C3.456	KY21.Chr3.1089
KH.C3.619	KY21.Chr3.1090
KH.C3.450	KY21.Chr3.1092
KH.C3.493	KY21.Chr3.1093
KH.C3.451	KY21.Chr3.1094
KH.C3.514	KY21.Chr3.1095
KH.C3.741	KY21.Chr3.1097
KH.C3.550	KY21.Chr3.1098
KH.C3.442	KY21.Chr3.1099
KH.C3.532	KY21.Chr3.1100
KH.C3.61	KY21.Chr3.1101
KH.C3.356	KY21.Chr3.1102
KH.C3.636	KY21.Chr3.1103
KH.C3.661	KY21.Chr3.1104
KH.C3.887	KY21.Chr3.1106
KH.C3.902	KY21.Chr3.1107
KH.C3.195	KY21.Chr3.1108
KH.C3.189	KY21.Chr3.1109
KH.C3.29	KY21.Chr3.1110
KH.C3.113	KY21.Chr3.1111
KH.C3.668	KY21.Chr3.1112
KH.C3.260	KY21.Chr3.1113
KH.C3.512	KY21.Chr3.1114
KH.C3.884	KY21.Chr3.1115
KH.C3.418	KY21.Chr3.1116
KH.C3.116	KY21.Chr3.1117
KH.C3.487	KY21.Chr3.1118
KH.C3.106	KY21.Chr3.1119
KH.C3.718	KY21.Chr3.1120
KH.C3.399	KY21.Chr3.1121
KH.C3.30	KY21.Chr3.1122
KH.C3.617	KY21.Chr3.1123
KH.C3.405	KY21.Chr3.1125
KH.C3.608	KY21.Chr3.1126
KH.C3.105	KY21.Chr3.1127
KH.C3.596	KY21.Chr3.1129
KH.C3.678	KY21.Chr3.1130
KH.C3.83	KY21.Chr3.1131
KH.C3.924	KY21.Chr3.1132
KH.C3.615	KY21.Chr3.1135
KH.C3.828	KY21.Chr3.1136
KH.C3.24	KY21.Chr3.1137
KH.C3.117	KY21.Chr3.1140
KH.C3.81	KY21.Chr3.1141
KH.C3.345	KY21.Chr3.1142
KH.C3.454	KY21.Chr3.1143
KH.C3.338	KY21.Chr3.1144
KH.C3.284	KY21.Chr3.1145
KH.C3.55	KY21.Chr3.1146
KH.C3.717	KY21.Chr3.1147
KH.C3.420	KY21.Chr3.1148
KH.C3.899	KY21.Chr3.1149
KH.C3.888	KY21.Chr3.1150
KH.C3.796	KY21.Chr3.1151
KH.C3.574	KY21.Chr3.1152
KH.C3.920	KY21.Chr3.1153
KH.C3.485	KY21.Chr3.1154
KH.C3.918	KY21.Chr3.1155
KH.C3.652	KY21.Chr3.1160
KH.C3.185	KY21.Chr3.1162
KH.C3.562	KY21.Chr3.1164
KH.C3.243	KY21.Chr3.1165
KH.C3.126	KY21.Chr3.1166
KH.C3.85	KY21.Chr3.1167
KH.C3.8	KY21.Chr3.1168
KH.C3.157	KY21.Chr3.1169
KH.C3.25	KY21.Chr3.1170
KH.C3.107	KY21.Chr3.1171
KH.C3.324	KY21.Chr3.1172
KH.C3.580	KY21.Chr3.1175
KH.C3.98	KY21.Chr3.1176
KH.C3.763	KY21.Chr3.1177
KH.C3.71	KY21.Chr3.1178
KH.C3.2	KY21.Chr3.1179
KH.C3.849	KY21.Chr3.1180
KH.C3.27	KY21.Chr3.1181
KH.C3.300	KY21.Chr3.1182
KH.C3.398	KY21.Chr3.1183
KH.S1614.1	KY21.Chr3.1185
KH.C3.790	KY21.Chr3.1186
KH.C3.373	KY21.Chr3.1187
KH.C3.473	KY21.Chr3.1188
KH.C3.795	KY21.Chr3.1189
KH.C3.561	KY21.Chr3.1191
KH.C3.879	KY21.Chr3.1192
KH.C3.35	KY21.Chr3.1193
KH.C3.415	KY21.Chr3.1194
KH.C3.786	KY21.Chr3.1195
KH.C3.746	KY21.Chr3.1196
KH.C3.500	KY21.Chr3.1197
KH.C3.230	KY21.Chr3.1198
KH.C3.815	KY21.Chr3.1199
KH.C3.469	KY21.Chr3.1200
KH.C3.673	KY21.Chr3.1201
KH.C3.928	KY21.Chr3.1202
KH.C3.518	KY21.Chr3.1203
KH.C3.927	KY21.Chr3.1204
KH.C3.181	KY21.Chr3.1205
KH.C3.412	KY21.Chr3.1207
KH.C3.583	KY21.Chr3.1208
KH.C3.444	KY21.Chr3.1209
KH.C3.104	KY21.Chr3.1211
KH.C3.638	KY21.Chr3.1212
KH.C3.428	KY21.Chr3.1213
KH.C3.861	KY21.Chr3.1214
KH.C3.670	KY21.Chr3.1216
KH.C3.768	KY21.Chr3.1219
KH.C3.803	KY21.Chr3.1220
KH.C3.248	KY21.Chr3.1221
KH.C3.800	KY21.Chr3.1222
KH.C3.119	KY21.Chr3.1223
KH.C3.366	KY21.Chr3.1224
KH.C3.139	KY21.Chr3.1225
KH.C3.389	KY21.Chr3.1226
KH.C3.727	KY21.Chr3.1227
KH.C3.327	KY21.Chr3.1229
KH.C3.792	KY21.Chr3.1231
KH.C3.517	KY21.Chr3.1234
KH.C3.820	KY21.Chr3.1235
KH.C3.575	KY21.Chr3.1237
KH.C3.700	KY21.Chr3.1239
KH.C3.439	KY21.Chr3.1240
KH.C3.693	KY21.Chr3.1241
KH.C3.756	KY21.Chr3.1241
KH.C3.722	KY21.Chr3.1242
KH.C3.875	KY21.Chr3.1243
KH.C3.276	KY21.Chr3.1244
KH.C3.238	KY21.Chr3.1245
KH.C3.272	KY21.Chr3.1247
KH.C3.725	KY21.Chr3.1249
KH.C3.570	KY21.Chr3.1250
KH.C3.505	KY21.Chr3.1251
KH.C3.848	KY21.Chr3.1252
KH.C3.257	KY21.Chr3.1254
KH.L129.9	KY21.Chr3.1255
KH.C3.675	KY21.Chr3.1257
KH.C3.886	KY21.Chr3.1258
KH.C3.379	KY21.Chr3.1260
KH.C3.462	KY21.Chr3.1261
KH.C3.585	KY21.Chr3.1262
KH.C3.149	KY21.Chr3.1263
KH.C3.524	KY21.Chr3.1265
KH.C3.11	KY21.Chr3.1266
KH.C3.167	KY21.Chr3.1268
KH.C3.228	KY21.Chr3.1269
KH.C3.132	KY21.Chr3.1270
KH.C3.781	KY21.Chr3.1271
KH.C3.214	KY21.Chr3.1272
KH.C3.906	KY21.Chr3.1273
KH.C3.436	KY21.Chr3.1275
KH.C3.407	KY21.Chr3.1276
KH.C3.883	KY21.Chr3.1277
KH.C3.210	KY21.Chr3.1278
KH.C3.749	KY21.Chr3.1279
KH.C3.196	KY21.Chr3.1280
KH.C3.448	KY21.Chr3.1281
KH.C3.417	KY21.Chr3.1282
KH.C3.208	KY21.Chr3.1285
KH.C3.666	KY21.Chr3.1286
KH.C3.308	KY21.Chr3.1287
KH.C3.112	KY21.Chr3.1288
KH.C3.818	KY21.Chr3.1293
KH.C3.598	KY21.Chr3.1294
KH.C3.212	KY21.Chr3.1295
KH.C3.909	KY21.Chr3.1296
KH.C3.912	KY21.Chr3.1297
KH.C3.340	KY21.Chr3.1298
KH.L129.4	KY21.Chr3.1299
KH.S1371.1	KY21.Chr3.1299
KH.C3.511	KY21.Chr3.1302
KH.C3.31	KY21.Chr3.1305
KH.C3.667	KY21.Chr3.1307
KH.C3.709	KY21.Chr3.1310
KH.C3.396	KY21.Chr3.1311
KH.C3.483	KY21.Chr3.1312
KH.C3.239	KY21.Chr3.1313
KH.C3.646	KY21.Chr3.1314
KH.C3.339	KY21.Chr3.1315
KH.C3.409	KY21.Chr3.1316
KH.C3.864	KY21.Chr3.1317
KH.C3.934	KY21.Chr3.1318
KH.C3.455	KY21.Chr3.1319
KH.C3.695	KY21.Chr3.1319
KH.C3.326	KY21.Chr3.1320
KH.C3.458	KY21.Chr3.1321
KH.C3.851	KY21.Chr3.1322
KH.C3.516	KY21.Chr3.1323
KH.C3.859	KY21.Chr3.1324
KH.C3.794	KY21.Chr3.1325
KH.C3.364	KY21.Chr3.1326
KH.C3.49	KY21.Chr3.1327
KH.C3.579	KY21.Chr3.1328
KH.C3.605	KY21.Chr3.1329
KH.C3.736	KY21.Chr3.1330
KH.C3.894	KY21.Chr3.1331
KH.C3.36	KY21.Chr3.1332
KH.C3.486	KY21.Chr3.1333
KH.C3.367	KY21.Chr3.1334
KH.C3.382	KY21.Chr3.1335
KH.C3.445	KY21.Chr3.1336
KH.C3.839	KY21.Chr3.1342
KH.C3.177	KY21.Chr3.1347
KH.C3.255	KY21.Chr3.1348
KH.C3.402	KY21.Chr3.1349
KH.C3.64	KY21.Chr3.1350
KH.C3.217	KY21.Chr3.1352
KH.C3.917	KY21.Chr3.1353
KH.C3.758	KY21.Chr3.1354
KH.C3.672	KY21.Chr3.1355
KH.C3.751	KY21.Chr3.1356
KH.C3.563	KY21.Chr3.1357
KH.C3.830	KY21.Chr3.1358
KH.C3.922	KY21.Chr3.1360
KH.C3.203	KY21.Chr3.1361
KH.C3.360	KY21.Chr3.1364
KH.C3.706	KY21.Chr3.1365
KH.C3.542	KY21.Chr3.1367
KH.C3.430	KY21.Chr3.1368
KH.C3.410	KY21.Chr3.1369
KH.C3.120	KY21.Chr3.1370
KH.C3.856	KY21.Chr3.1371
KH.C3.476	KY21.Chr3.1372
KH.C3.67	KY21.Chr3.1380
KH.C3.266	KY21.Chr3.1381
KH.C3.12	KY21.Chr3.1382
KH.C3.429	KY21.Chr3.1383
KH.C3.73	KY21.Chr3.1385
KH.C3.878	KY21.Chr3.1386
KH.C3.92	KY21.Chr3.1387
KH.C3.880	KY21.Chr3.1388
KH.C3.263	KY21.Chr3.1390
KH.C3.586	KY21.Chr3.1391
KH.C3.915	KY21.Chr3.1396
KH.C3.687	KY21.Chr3.1397
KH.C3.294	KY21.Chr3.1398
KH.C3.499	KY21.Chr3.1399
KH.C3.342	KY21.Chr3.1400
KH.C3.554	KY21.Chr3.1401
KH.C3.890	KY21.Chr3.1402
KH.C3.97	KY21.Chr3.1403
KH.C3.446	KY21.Chr3.1404
KH.C3.205	KY21.Chr3.1405
KH.C3.643	KY21.Chr3.1406
KH.C3.551	KY21.Chr3.1407
KH.C3.244	KY21.Chr3.1408
KH.C3.148	KY21.Chr3.1409
KH.C3.874	KY21.Chr3.1410
KH.C3.302	KY21.Chr3.1411
KH.C3.74	KY21.Chr3.1412
KH.C3.624	KY21.Chr3.1413
KH.C3.320	KY21.Chr3.1414
KH.C3.699	KY21.Chr3.1415
KH.S1303.2	KY21.Chr3.1417
KH.S1303.3	KY21.Chr3.1418
KH.S1303.1	KY21.Chr3.1419
KH.C3.779	KY21.Chr3.1421
KH.C3.288	KY21.Chr3.1422
KH.C3.33	KY21.Chr3.1423
KH.C3.747	KY21.Chr3.1426
KH.C3.501	KY21.Chr3.1427
KH.C3.637	KY21.Chr3.1428
KH.C3.311	KY21.Chr3.1429
KH.C3.626	KY21.Chr3.1431
KH.C3.124	KY21.Chr3.1432
KH.C3.548	KY21.Chr3.1433
KH.C3.321	KY21.Chr3.1434
KH.C3.601	KY21.Chr3.1435
KH.C3.156	KY21.Chr3.1436
KH.C3.697	KY21.Chr3.1437
KH.C3.720	KY21.Chr3.1438
KH.C3.824	KY21.Chr3.1439
KH.C3.832	KY21.Chr3.1440
KH.C3.259	KY21.Chr3.1441
KH.C3.494	KY21.Chr3.1442
KH.C3.710	KY21.Chr3.1443
KH.C3.900	KY21.Chr3.1444
KH.C3.535	KY21.Chr3.1446
KH.C3.835	KY21.Chr3.1447
KH.C3.684	KY21.Chr3.1448
KH.C3.154	KY21.Chr3.1450
KH.C3.783	KY21.Chr3.1451
KH.C3.414	KY21.Chr3.1457
KH.C3.921	KY21.Chr3.1458
KH.C3.1	KY21.Chr3.1459
KH.C3.523	KY21.Chr3.1460
KH.C3.441	KY21.Chr3.1461
KH.C3.96	KY21.Chr3.1462
KH.C3.94	KY21.Chr3.1463
KH.C3.908	KY21.Chr3.1464
KH.C3.19	KY21.Chr3.1465
KH.C3.45	KY21.Chr3.1467
KH.C3.411	KY21.Chr3.1468
KH.C3.32	KY21.Chr3.1469
KH.C3.895	KY21.Chr3.1470
KH.C3.21	KY21.Chr3.1471
KH.C3.528	KY21.Chr3.1472
KH.C3.724	KY21.Chr3.1474
KH.C3.171	KY21.Chr3.1475
KH.C3.760	KY21.Chr3.1476
KH.C3.930	KY21.Chr3.1478
KH.C3.225	KY21.Chr3.1480
KH.C3.576	KY21.Chr3.1481
KH.C3.846	KY21.Chr3.1484
KH.C3.394	KY21.Chr3.1485
KH.C3.690	KY21.Chr3.1486
KH.C3.386	KY21.Chr3.1487
KH.C3.840	KY21.Chr3.1487
KH.C3.395	KY21.Chr3.1488
KH.C3.282	KY21.Chr3.1489
KH.C3.305	KY21.Chr3.1490
KH.C3.745	KY21.Chr3.1491
KH.C3.57	KY21.Chr3.1492
KH.C3.777	KY21.Chr3.1493
KH.C3.691	KY21.Chr3.1495
KH.C3.127	KY21.Chr3.1496
KH.C3.234	KY21.Chr3.1497
KH.C3.219	KY21.Chr3.1498
KH.C3.87	KY21.Chr3.1499
KH.C3.295	KY21.Chr3.1500
KH.C3.662	KY21.Chr3.1501
KH.C3.578	KY21.Chr3.1502
KH.C3.461	KY21.Chr3.1504
KH.C3.508	KY21.Chr3.1505
KH.C3.896	KY21.Chr3.1506
KH.C3.390	KY21.Chr3.1507
KH.C3.316	KY21.Chr3.1509
KH.C3.435	KY21.Chr3.1510
KH.C3.696	KY21.Chr3.1512
KH.C3.267	KY21.Chr3.1514
KH.C3.258	KY21.Chr3.1515
KH.C3.69	KY21.Chr3.1516
KH.S555.7	KY21.Chr3.1517
KH.S555.4	KY21.Chr3.1518
KH.S555.1	KY21.Chr3.1519
KH.S555.3	KY21.Chr3.1520
KH.S555.6	KY21.Chr3.1521
KH.S555.2	KY21.Chr3.1522
KH.S555.5	KY21.Chr3.1524
KH.C3.79	KY21.Chr3.1525
KH.C3.969	KY21.Chr3.1525
KH.C3.968	KY21.Chr3.1526
KH.C3.50	KY21.Chr3.1528
KH.C3.620	KY21.Chr3.1529
KH.C3.577	KY21.Chr3.1530
KH.C3.452	KY21.Chr3.1531
KH.C3.467	KY21.Chr3.1532
KH.C3.336	KY21.Chr3.1533
KH.C3.845	KY21.Chr3.1534
KH.L134.29	KY21.Chr3.1537
KH.L134.19	KY21.Chr3.1538
KH.L134.5	KY21.Chr3.1539
KH.L134.2	KY21.Chr3.1541
KH.L134.13	KY21.Chr3.1543
KH.L134.10	KY21.Chr3.1544
KH.L134.3	KY21.Chr3.1545
KH.L134.15	KY21.Chr3.1546
KH.L134.30	KY21.Chr3.1549
KH.L134.6	KY21.Chr3.1550
KH.L134.8	KY21.Chr3.1551
KH.L134.18	KY21.Chr3.1552
KH.L134.24	KY21.Chr3.1552
KH.L134.9	KY21.Chr3.1553
KH.L134.26	KY21.Chr3.1553
KH.L134.27	KY21.Chr3.1554
KH.L134.1	KY21.Chr3.1555
KH.L134.4	KY21.Chr3.1556
KH.L134.11	KY21.Chr3.1557
KH.L134.7	KY21.Chr3.1558
KH.L134.20	KY21.Chr3.1559
KH.L134.16	KY21.Chr3.1560
KH.L134.23	KY21.Chr3.1561
KH.L134.31	KY21.Chr3.1562
KH.L134.21	KY21.Chr3.1563
KH.L110.1	KY21.Chr3.1564
KH.L110.3	KY21.Chr3.1566
KH.L110.2	KY21.Chr3.1568
KH.L134.25	KY21.Chr3.1568
KH.L134.28	KY21.Chr3.1570
KH.L134.17	KY21.Chr3.1571
KH.L134.14	KY21.Chr3.1572
KH.L164.3	KY21.Chr3.1573
KH.S1219.3	KY21.Chr3.1573
KH.C1.462	KY21.Chr3.1575
KH.C1.121	KY21.Chr3.1576
KH.C1.1099	KY21.Chr3.1579
KH.C1.320	KY21.Chr3.1581
KH.C1.806	KY21.Chr3.1582
KH.C1.1090	KY21.Chr3.1583
KH.C1.354	KY21.Chr3.1585
KH.C1.549	KY21.Chr3.1586
KH.C1.562	KY21.Chr3.1587
KH.C1.280	KY21.Chr3.1588
KH.C1.1194	KY21.Chr3.1589
KH.C1.690	KY21.Chr3.1590
KH.C1.1149	KY21.Chr3.1591
KH.C1.1029	KY21.Chr3.1592
KH.C1.322	KY21.Chr3.1593
KH.C1.69	KY21.Chr3.1595
KH.C1.1161	KY21.Chr3.1600
KH.C1.57	KY21.Chr3.1601
KH.C1.701	KY21.Chr3.1602
KH.C1.305	KY21.Chr3.1603
KH.S2810.1	KY21.Chr3.1603
KH.L117.3	KY21.Chr3.1604
KH.S1541.1	KY21.Chr3.1604
KH.C12.52	KY21.Chr3.1605
KH.L117.2	KY21.Chr3.1605
KH.L117.6	KY21.Chr3.1606
KH.L117.5	KY21.Chr3.1607
KH.L117.1	KY21.Chr3.1608
KH.L82.1	KY21.Chr3.1610
KH.S653.3	KY21.Chr3.1610
KH.S653.4	KY21.Chr3.1611
KH.S653.2	KY21.Chr3.1612
KH.S653.1	KY21.Chr3.1613
KH.S1448.1	KY21.Chr3.1615
KH.S1034.2	KY21.Chr3.1616
KH.S1034.1	KY21.Chr3.1620
KH.S2646.1	KY21.Chr3.1620
KH.L71.20	KY21.Chr3.1622
KH.L71.10	KY21.Chr3.1623
KH.L71.4	KY21.Chr3.1624
KH.L71.15	KY21.Chr3.1625
KH.L71.17	KY21.Chr3.1626
KH.L71.2	KY21.Chr3.1627
KH.L71.23	KY21.Chr3.1628
KH.L71.12	KY21.Chr3.1629
KH.S3319.1	KY21.Chr3.1629
KH.L71.14	KY21.Chr3.1630
KH.L71.1	KY21.Chr3.1631
KH.L71.8	KY21.Chr3.1632
KH.L71.19	KY21.Chr3.1633
KH.L71.27	KY21.Chr3.1634
KH.L71.21	KY21.Chr3.1635
KH.L71.5	KY21.Chr3.1636
KH.L71.18	KY21.Chr3.1637
KH.L71.24	KY21.Chr3.1639
KH.L71.7	KY21.Chr3.1640
KH.L71.26	KY21.Chr3.1641
KH.L71.30	KY21.Chr3.1643
KH.L71.16	KY21.Chr3.1644
KH.L71.29	KY21.Chr3.1645
KH.L71.6	KY21.Chr3.1646
KH.L71.28	KY21.Chr3.1647
KH.L71.13	KY21.Chr3.1648
KH.L71.9	KY21.Chr3.1649
KH.L131.16	KY21.Chr3.1650
KH.S1588.1	KY21.Chr3.1650
KH.L131.12	KY21.Chr3.1656
KH.L131.7	KY21.Chr3.1657
KH.L131.1	KY21.Chr3.1658
KH.L131.8	KY21.Chr3.1659
KH.L131.10	KY21.Chr3.1660
KH.L131.4	KY21.Chr3.1661
KH.L163.1	KY21.Chr3.1663
KH.L163.3	KY21.Chr3.1663
KH.S1449.1	KY21.Chr3.1663
KH.S1535.1	KY21.Chr3.1663
KH.S1924.1	KY21.Chr3.1663
KH.L163.2	KY21.Chr3.1664
KH.S1035.4	KY21.Chr3.1669
KH.S1035.3	KY21.Chr3.1671
KH.S1035.1	KY21.Chr3.1672
KH.S854.1	KY21.Chr3.1673
KH.S854.5	KY21.Chr3.1674
KH.S854.4	KY21.Chr3.1675
KH.S854.2	KY21.Chr3.1676
KH.S854.3	KY21.Chr3.1677
KH.S913.2	KY21.Chr3.1677
KH.L131.9	KY21.Chr3.1679
KH.L131.17	KY21.Chr3.1680
KH.L131.14	KY21.Chr3.1681
KH.S437.10	KY21.Chr3.1682
KH.S437.6	KY21.Chr3.1683
KH.S437.7	KY21.Chr3.1685
KH.S437.9	KY21.Chr3.1686
KH.S437.2	KY21.Chr3.1687
KH.S437.8	KY21.Chr3.1690
KH.S437.4	KY21.Chr3.1691
KH.S437.3	KY21.Chr3.1692
KH.S437.5	KY21.Chr3.1693
KH.S437.11	KY21.Chr3.1694
KH.S437.1	KY21.Chr3.1695
KH.S1346.2	KY21.Chr3.1696
KH.S1346.1	KY21.Chr3.1698
KH.S1251.4	KY21.Chr3.1699
KH.S1251.1	KY21.Chr3.1700
KH.S1251.5	KY21.Chr3.1701
KH.S1251.3	KY21.Chr3.1702
KH.L131.11	KY21.Chr3.1703
KH.S1251.2	KY21.Chr3.1703
KH.L131.5	KY21.Chr3.1704
KH.L131.2	KY21.Chr3.1705
KH.L131.13	KY21.Chr3.1706
KH.L153.12	KY21.Chr3.1707
KH.L153.53	KY21.Chr3.1709
